gender,highest_education,poverty,age,disability,num_of_prev_attempts,studied_credits,sum_click
1.0,0.75,1.0,0.0,0.0,0.1666666666666666,0.05,0.0341370453227276
1.0,0.75,0.0,0.0,0.0,0.1666666666666666,0.25,0.0640483884331759
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.2377578921203082
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.131576766923523
1.0,0.75,0.0,0.0,0.0,0.0,0.1,0.1273924931643052
1.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.25,0.0300770569226945
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.1368381804623415
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0180213770817797
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0779269202087994
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.043665589526887
1.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0015742812163393
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.1795094871157511
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.7472864363244677
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.197613721103654
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1145496727152208
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.005965697240865
1.0,0.25,1.0,0.5,0.0,0.0,0.15,0.1271853508989974
1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.1944237302179136
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1863451818709089
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0995940011599966
1.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.3,0.1284696329439058
1.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.15,0.1929737343607589
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0874140359598972
1.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.15,0.0886983180048057
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.1309967685806612
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.1542381307481978
1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.0751512138536747
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0500455712983677
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1313696246582152
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0017814234816471
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0415113099676858
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.1062225536498467
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0240285027757063
1.0,0.75,0.0,0.0,0.0,0.1666666666666666,0.05,0.0205899411715966
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0334741900737426
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.1727152208136548
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.3769989228602204
0.0,0.25,1.0,0.0,1.0,0.0,0.05,0.2155522412793106
0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0600298284862043
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.1032811334824757
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.2418178805203413
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0631783909188831
1.0,0.75,1.0,0.0,0.0,0.0,0.1,0.0605683983760046
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0514541387024608
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1377910348827574
1.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.35,0.1603695418013091
1.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0992211450824426
1.0,0.75,0.0,0.0,0.0,0.0,0.3,0.0542712735106471
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.2791034882757477
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.1204325130499627
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0181456624409644
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0269699229430773
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.1550666998094291
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.2730549341287596
1.0,0.25,1.0,0.5,1.0,0.1666666666666666,0.25,0.8750517855663269
1.0,0.75,0.0,0.5,0.0,0.0,0.2,0.0500869997514292
1.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.1163725246499295
1.0,0.5,0.0,0.0,0.0,0.0,0.25,0.1813737675035214
1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.1704780843483304
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0059242687878034
1.0,0.75,1.0,0.5,0.0,0.0,0.05,0.180462341536167
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1452895848869003
1.0,0.75,1.0,0.0,0.0,0.0,0.2,0.0640069599801143
1.0,0.5,1.0,0.5,1.0,0.0,0.1,0.08165548098434
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0433755903554561
1.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.05,0.0089071174082359
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0080785483470047
1.0,0.25,1.0,0.5,1.0,0.0,0.1,0.1097854006131411
1.0,0.75,1.0,0.0,0.0,0.0,0.2,0.1815394813157676
1.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.0001242853591846
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.3041677023779932
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0550169856657552
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.1138868174662358
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0524898500289999
0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.2390836026182782
1.0,0.5,1.0,0.0,1.0,0.0,0.15,0.1244925014499958
1.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0462341536167039
1.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0491755737840749
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0282956334410473
1.0,0.25,0.0,0.0,1.0,0.0,0.05,0.154693843731875
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.1539067031237053
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.1168696660866683
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.152042422735935
1.0,0.25,0.0,0.0,0.0,0.0,0.0833333333333333,0.0086585466898666
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0673626646781009
1.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0340127599635429
1.0,0.75,1.0,0.0,0.0,0.3333333333333333,0.1,0.0681498052862706
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1295053442704449
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0227442207307979
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1118982517192808
1.0,0.5,1.0,0.0,1.0,0.1666666666666666,0.15,0.1249896428867346
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1185268042091308
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0216256524981357
1.0,0.25,1.0,0.5,0.0,0.0,0.1,0.1415610241113596
1.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0022785649183859
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1285110613969674
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0332670478084348
1.0,0.5,1.0,0.0,0.0,0.0,0.25,0.3464247245007871
1.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0222885077471207
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.4238545032728478
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0889883171762366
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0676940923025934
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1393653160990968
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.2013422818791946
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0742812163393818
1.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.15,0.0305741983594332
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0637998177148065
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.154983842903306
1.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0986411467395807
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0477255779269202
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0753169276659209
1.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0161570966940094
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0832297622006794
1.0,0.5,1.0,0.0,0.0,0.5,0.1,0.1102825420498798
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1770652083851189
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0511641395310299
0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0323556218410804
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1724666500952854
1.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0061728395061728
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.093214019388516
1.0,0.75,1.0,0.0,0.0,0.0,0.2,0.1108625403927417
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0083271190653741
1.0,0.5,0.0,0.0,1.0,0.0,0.15,0.1852680420913083
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0652912420250227
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.2156765266384953
1.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.15,0.1109868257519264
1.0,0.5,1.0,0.0,0.0,0.3333333333333333,0.15,0.1432595906868837
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1464910100256856
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0002071422653078
0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.1372938934460187
1.0,0.75,0.0,0.0,0.0,0.1666666666666666,0.1,0.0703040848454718
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.1085425470212942
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.05,0.1284282044908443
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.25,0.0478912917391664
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1326953351561852
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.1361753252133565
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.056176982351479
1.0,0.25,1.0,0.5,0.0,0.1666666666666666,0.1,0.1293810589112602
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.1279310630541055
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0636755323556218
0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.15,0.1978208633689618
1.0,0.5,0.0,0.0,0.0,0.0,0.35,0.055886983180048
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.048595575441213
1.0,0.75,0.0,0.5,0.0,0.0,0.05,0.2266136382467478
1.0,0.25,1.0,0.0,1.0,0.0,0.15,0.1249067859806114
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0353798989145745
1.0,0.75,0.0,0.0,0.0,0.0,0.05,0.1533267047808434
0.0,0.5,1.0,0.0,0.0,0.0,0.1,0.1715137956748695
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0480570055514127
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1002982848620432
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.1447924434501615
1.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.15,0.0556384124616786
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0160328113348247
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.057212693678018
0.0,0.75,0.0,0.0,0.0,0.1666666666666666,0.05,0.0921368796089154
1.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.25,0.253790703455133
1.0,0.25,0.0,0.0,0.0,0.0,0.1,0.2522578506918552
1.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0606512552821277
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.1515038528461347
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0587041179882343
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.2817134808186262
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1496395724583644
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.2026679923771646
1.0,0.75,1.0,0.5,0.0,0.1666666666666666,0.05,0.1743723589361173
1.0,0.5,1.0,0.0,0.0,0.3333333333333333,0.15,0.0108542547021294
1.0,0.75,1.0,0.0,0.0,0.1666666666666666,0.1,0.1195210870826083
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.186055182699478
1.0,0.25,1.0,0.5,0.0,0.0,0.2,0.0478498632861048
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.252174993785732
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.2764106388267462
1.0,0.25,0.0,0.5,0.0,0.0,0.15,0.0908111691109454
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0050542712735106
1.0,1.0,0.0,0.5,0.0,0.0,0.05,0.2274836357610407
1.0,0.75,0.0,0.5,0.0,0.1666666666666666,0.2,0.1111939680172342
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.020548512718535
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0920125942497307
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0164056674123788
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.2453807274836357
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1046482724335073
1.0,0.75,1.0,0.5,0.0,0.0,0.1,0.1807937691606595
1.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0178556632695335
1.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.2,0.158960974397216
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1614052531278482
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.1519595658298119
1.0,0.5,0.0,0.5,0.0,0.0,0.15,0.1955008699975143
1.0,0.25,0.0,0.0,1.0,0.1666666666666666,0.15,0.2271522081365481
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0045157013837103
1.0,0.5,0.0,0.0,1.0,0.1666666666666666,0.15,0.0499627143922445
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.133855331841909
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.2294722015079957
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.233325047642721
1.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.15,0.2269450658712403
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0913497390007457
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1875051785566327
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.1604109702543707
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1530367056094125
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.1881266053525561
1.0,0.25,0.0,0.0,0.0,0.0,0.15,0.1930980197199436
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0375756069268373
1.0,1.0,0.0,0.5,0.0,0.0,0.1,0.1380810340541884
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0358356118982517
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0624326787637749
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0584141188168033
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.3051205567984091
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.146449581572624
1.0,0.5,1.0,0.0,1.0,0.0,0.05,0.1867594664015245
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1921451652995277
1.0,0.5,0.0,0.5,0.0,0.0,0.1,0.2104565415527384
1.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0579998342861877
0.0,0.25,0.0,0.5,1.0,0.0,0.05,0.037699892286022
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.143798160576684
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.2300521998508575
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.2779849200430856
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0718783660618112
1.0,0.25,0.0,0.0,1.0,0.0,0.05,0.0045571298367718
1.0,0.25,1.0,0.0,1.0,0.0,0.15,0.0082856906123125
1.0,0.25,0.0,0.0,0.0,0.0,0.15,0.1490595741155025
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.2166666666666666,0.1002982848620432
1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.2186179468058662
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.2176650923854503
0.0,0.75,0.0,0.0,0.0,0.1666666666666666,0.1,0.0965697240865026
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1922694506587124
1.0,0.25,0.0,0.5,0.0,0.0,0.1,0.1138868174662358
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.1375010357113265
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.074074074074074
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.3058248405004557
0.0,0.75,1.0,0.0,0.0,0.0,0.2,0.0920540227027922
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0418841660452398
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1870494655729555
1.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.25,0.020548512718535
1.0,0.5,1.0,0.5,0.0,0.1666666666666666,0.1,0.2761620681083768
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.2976634352473278
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.1195210870826083
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.2339464744386444
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.2139365316099097
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1879194630872483
1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.133565332670478
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.1029911343110448
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1142596735437898
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.031071339796172
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.2283122048222719
1.0,0.75,0.0,0.5,0.0,0.0,0.05,0.1138039605601126
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0899411715966525
1.0,0.75,0.0,0.0,0.0,0.0,0.1,0.005675698069434
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0095699726572209
1.0,0.25,0.0,0.5,0.0,0.0,0.1,0.1001739995028585
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0725412213107962
1.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.15,0.0866683238047891
1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.0644212445107299
1.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0571298367718949
1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.2069765514955671
1.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.1,0.0065042671306653
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.020175656640981
1.0,0.75,1.0,0.0,0.0,0.0,0.1,0.1268539232745049
1.0,0.25,1.0,0.5,0.0,0.0,0.15,0.2200265142099594
1.0,0.25,0.0,0.5,0.0,0.0,0.1,0.172508078548347
1.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.15,0.0843897588864031
1.0,0.5,1.0,0.5,0.0,0.0,0.1,0.4222802220565084
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1655480984340044
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.1096611152539564
1.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.05,0.1550666998094291
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0808683403761703
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0610241113596818
0.0,0.25,1.0,0.0,1.0,0.0,0.05,0.1251967851520424
1.0,0.75,1.0,0.5,0.0,0.0,0.05,0.0767669235230756
1.0,0.25,1.0,0.5,0.0,0.0,0.15,0.0001242853591846
1.0,0.75,0.0,0.5,0.0,0.0,0.1,0.1353881846051868
1.0,0.75,1.0,0.5,0.0,0.0,0.05,0.0564255530698483
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0883668903803132
1.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.05,0.15270527798492
1.0,0.75,0.0,0.0,0.0,0.0,0.1,0.0110199685143756
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.1,0.0833540475598641
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.168903803131991
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1469467230093628
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0224956500124285
